type,name,latitude,longitude,region,city,iata_code
medium_airport,Castle Airport,37.38050079,-120.5680008,CA,Merced,MER
medium_airport,McClellan Airfield,38.667599,-121.401001,CA,Sacramento,MCC
medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,CA,Hawthorne,HHR
medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,KS,Topeka,TOP
medium_airport,Richard Lloyd Jones Jr Airport,36.039600372314,-95.984596252441,OK,Tulsa,RVS
medium_airport,Memorial Field Airport,34.4788,-93.096262,AR,Hot Springs,HOT
medium_airport,Laredo International Airport,27.543800354003903,-99.46160125732422,TX,Laredo,LRD
medium_airport,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,KS,Manhattan,MHK
medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,NE,North Platte,LBF
medium_airport,MBS International Airport,43.532902,-84.079597,MI,Saginaw,MBS
medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,IA,Sioux City,SUX
medium_airport,Allegheny County Airport,40.354401,-79.930199,PA,Pittsburgh,AGC
medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,UT,Provo,PVU
medium_airport,Imperial County Airport,32.834201812699995,-115.57900238,CA,Imperial,IPL
medium_airport,Bowman Field,38.2280006409,-85.6636962891,KY,Louisville,LOU
medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,MA,Norwood,OWD
medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,NY,Binghamton,BGM
medium_airport,Dubuque Regional Airport,42.402,-90.709503,IA,Dubuque,DBQ
medium_airport,Fort Worth Alliance Airport,32.99044,-97.31947,TX,Fort Worth,AFW
medium_airport,Lafayette Regional Airport,30.205299,-91.987602,LA,Lafayette,LFT
medium_airport,Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.491898,TX,Wichita Falls,SPS
medium_airport,St Paul Downtown Holman Field,44.93450164794922,-93.05999755859376,MN,St Paul,STP
medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,CA,Ukiah,UKI
medium_airport,Boulder City-Lake Mead International Airport,35.947498,-114.861,NV,Boulder City,BLD
medium_airport,Grand Strand Airport,33.8116989136,-78.72389984130001,SC,North Myrtle Beach,CRE
medium_airport,Cape May County Airport,39.0084991455,-74.9083023071,NJ,Wildwood,WWD
medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,CA,Arcata/Eureka,ACV
medium_airport,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,NM,Carlsbad,CNM
medium_airport,Elko Regional Airport,40.82490158081055,-115.79199981689452,NV,Elko,EKO
medium_airport,East Texas Regional Airport,32.38399887084961,-94.71150207519533,TX,Longview,GGG
medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,PA,Reading,RDG
medium_airport,Sawyer International Airport,46.3536,-87.395401,MI,Gwinn,MQT
medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,FL,Panama City Beach,ECP
medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,TX,Houston,CXO
medium_airport,Greenville Downtown Airport,34.8479003906,-82.34999847410002,SC,Greenville,GMU
medium_airport,San Marcos Regional Airport,29.8927,-97.862999,TX,San Marcos,
medium_airport,Visalia Municipal Airport,36.318699,-119.392998,CA,Visalia,VIS
medium_airport,Rickenbacker International Airport,39.813801,-82.927803,OH,Columbus,LCK
medium_airport,Garden City Regional Airport,37.9275016785,-100.723999023,KS,Garden City,GCK
medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,OR,Klamath Falls,LMT
medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,PA,Latrobe,LBE
medium_airport,Roberts Field,44.2541008,-121.1500015,OR,Redmond,RDM
medium_airport,New Castle Airport,39.67869949,-75.60649872,DE,Wilmington,ILG
medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,MN,Brainerd,BRD
medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,WA,Olympia,OLM
medium_airport,Bowling Green Warren County Regional Airport,36.9645004272,-86.41970062259999,KY,Bowling Green,BWG
medium_airport,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,KS,Hutchinson,HUT
medium_airport,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,MO,St Joseph,STJ
medium_airport,Lawrence Municipal Airport,42.7172012329,-71.1233978271,MA,Lawrence,LWM
medium_airport,Aurora State Airport,45.247100830078125,-122.7699966430664,OR,Aurora,
medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,CA,Daggett,DAG
medium_airport,Stinson Municipal Airport,29.336999893188,-98.471099853516,TX,San Antonio,SSF
medium_airport,Alexandria International Airport,31.3274,-92.549797,LA,Alexandria,AEX
medium_airport,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,NE,Grand Island,GRI
medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,OH,Youngstown/Warren,YNG
medium_airport,San Bernardino International Airport,34.095402,-117.235001,CA,San Bernardino,SBD
medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,VA,Weyers Cave,SHD
medium_airport,Tuscaloosa Regional Airport,33.220600128174,-87.611396789551,AL,Tuscaloosa,TCL
medium_airport,Bremerton National Airport,47.490200042725,-122.76499938965,WA,Bremerton,PWT
medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,ID,Coeur d'Alene,COE
medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,NH,Concord,CON
medium_airport,Montrose Regional Airport,38.5097999573,-107.893997192,CO,Montrose,MTJ
medium_airport,Wendover Airport,40.7187004089,-114.03099823,UT,Wendover,ENV
medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,VA,Lynchburg,LYH
medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,MS,Meridian,MEI
medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,MD,Salisbury,SBY
medium_airport,Yellowstone Airport,44.68840027,-111.1179962,MT,West Yellowstone,WYS
medium_airport,Astoria Regional Airport,46.158000946,-123.878997803,OR,Astoria,AST
medium_airport,Ellington Airport,29.6072998047,-95.1587982178,TX,Houston,EFD
medium_airport,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,AZ,Winslow,INW
medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,AK,Ketchikan,KTN
medium_airport,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,MA,New Bedford,EWB
medium_airport,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,OR,North Bend,OTH
medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,SD,Pierre,PIR
medium_airport,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,ID,Pocatello,PIH
medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,VT,Rutland,RUT
medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,NC,Concord,USA
medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,WA,Pullman/Moscow,PUW
medium_airport,Delaware County Johnson Field,40.242298,-85.395897,IN,Muncie,MIE
medium_airport,Tacoma Narrows Airport,47.26789856,-122.5780029,WA,Tacoma,TIW
medium_airport,Leesburg International Airport,28.82309914,-81.80870056,FL,Leesburg,LEE
medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,CA,Merced,MCE
medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,TX,Beaumont/Port Arthur,BPT
medium_airport,Brunswick Golden Isles Airport,31.2588005065918,-81.46649932861328,GA,Brunswick,BQK
medium_airport,Barkley Regional Airport,37.06079864501953,-88.7738037109375,KY,Paducah,PAH
medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,MI,Pellston,PLN
medium_airport,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,IN,Gary,GYY
medium_airport,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,NC,Winston Salem,INT
medium_airport,Stillwater Regional Airport,36.161201477051,-97.08570098877,OK,Stillwater,SWO
medium_airport,Bakersfield International Airport,35.324799,-118.996002,CA,Bakersfield,
medium_airport,Beverly Regional Airport,42.584202,-70.916496,MA,Beverly / Danvers,BVY
medium_airport,Findlay Airport,41.0135002136,-83.66870117190001,OH,Findlay,FDY
medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,WI,Mosinee,CWA
medium_airport,Dothan Regional Airport,31.3213005065918,-85.44960021972656,AL,Dothan,DHN
medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,WY,Rock Springs,RKS
medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,ID,Twin Falls,TWF
medium_airport,Waterloo Regional Airport,42.55709838867188,-92.40029907226562,IA,Waterloo,ALO
medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,NC,Hickory,HKY
medium_airport,Topeka Regional Airport,38.950901,-95.663597,KS,Topeka,FOE
medium_airport,Purdue University Airport,40.4123,-86.936897,IN,West Lafayette,LAF
medium_airport,Needles Airport,34.7663002014,-114.623001099,CA,Needles,EED
large_airport,Joint Base Andrews,38.810799,-76.866997,MD,Camp Springs,ADW
medium_airport,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,LA,Lake Charles,LCH
medium_airport,Laramie Regional Airport,41.31209945678711,-105.6750030517578,WY,Laramie,LAR
medium_airport,William R Fairchild International Airport,48.12020111083984,-123.5,WA,Port Angeles,CLM
medium_airport,Watertown International Airport,43.99190139770508,-76.02169799804688,NY,Watertown,ART
medium_airport,Lackland Air Force Base,29.38419914,-98.58110046,TX,San Antonio,SKF
medium_airport,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,OH,Mansfield,MFD
medium_airport,Merrill Field,61.2135009765625,-149.843994140625,AK,Anchorage,MRI
medium_airport,Bryce Canyon Airport,37.706401825,-112.144996643,UT,Bryce Canyon,BCE
medium_airport,Mason City Municipal Airport,43.157799,-93.331299,IA,Clear Lake,MCW
medium_airport,Four Corners Regional Airport,36.741199,-108.230003,NM,Farmington,FMN
medium_airport,Greater Kankakee Airport,41.07139968869999,-87.8462982178,IL,Kankakee,IKK
medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,WI,Kenosha,ENW
medium_airport,Florence Regional Airport,34.18539810180664,-79.7238998413086,SC,Florence,FLO
medium_airport,Tri-State/Milton J. Ferguson Field,38.366699,-82.557999,WV,Huntington,HTS
medium_airport,Joplin Regional Airport,37.151798,-94.498299,MO,Joplin,JLN
medium_airport,Texarkana Regional Webb Field,33.45370101928711,-93.99099731445312,AR,Texarkana,TXK
medium_airport,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,ID,Lewiston,LWS
medium_airport,Felts Field,47.682899,-117.321925,WA,Spokane,SFF
medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,MD,Hagerstown,HGR
medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,OR,Corvallis,CVO
medium_airport,Greenbrier Valley Airport,37.8582992554,-80.3994979858,WV,Lewisburg,LWB
medium_airport,Angelina County Airport,31.2339992523,-94.75,TX,Lufkin,LFK
medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,OK,Ponca City,PNC
medium_airport,Portland Troutdale Airport,45.54940032959,-122.40100097656,OR,Portland,TTD
medium_airport,Tonopah Airport,38.06019974,-117.086998,NV,Tonopah,TPH
medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,GA,Albany,ABY
medium_airport,Cape Girardeau Regional Airport,37.2253,-89.570801,MO,Cape Girardeau,CGI
medium_airport,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,MO,Kirksville,IRK
medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,AL,Muscle Shoals,MSL
medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,NC,New Bern,EWN
medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,MN,Saint Cloud,STC
medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,CO,Alamosa,ALS
medium_airport,Martin State Airport,39.325699,-76.413803,MD,Baltimore,MTN
medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,ID,Hailey,SUN
medium_airport,Muskegon County Airport,43.169498,-86.238197,MI,Muskegon,MKG
medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,IN,Terre Haute,HUF
medium_airport,Salem Municipal Airport/McNary Field,44.90950012,-123.0029984,OR,Salem,SLE
medium_airport,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,AL,Mobile,BFM
medium_airport,Schenectady County Airport,42.852500915527,-73.928901672363,NY,Schenectady,SCH
medium_airport,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,OH,Springfield,SGH
medium_airport,Elmendorf Air Force Base,61.251709,-149.807097,AK,Anchorage,EDF
medium_airport,Goodland Municipal Airport,39.370701,-101.699753,KS,Goodland,GLD
medium_airport,Hays Regional Airport,38.84220123,-99.27320099,KS,Hays,HYS
medium_airport,Aberdeen Regional Airport,45.449100494384766,-98.42179870605467,SD,Aberdeen,ABR
medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.2369995,CA,Crescent City,CEC
medium_airport,Massena International Airport Richards Field,44.936157,-74.844304,NY,Massena,MSS
medium_airport,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,WV,Parkersburg,PKB
medium_airport,Victoria Regional Airport,28.85260009765625,-96.9185028076172,TX,Victoria,VCT
medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,WA,Yakima,YKM
medium_airport,Northeast Wyoming Regional Airport,44.3489,-105.539001,WY,Gillette,GCC
medium_airport,Monroe County Airport,39.14599990844727,-86.61669921875,IN,Bloomington,BMG
medium_airport,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,TX,Temple,TPL
medium_airport,Yuba County Airport,39.09780121,-121.5699997,CA,Marysville,MYV
medium_airport,Smyrna Airport,36.0089988708,-86.5201034546,TN,Smyrna,MQY
medium_airport,Akron Executive Airport,41.037498,-81.466904,OH,Akron,AKC
medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,TX,Del Rio,DRT
medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,NM,Deming,DMN
medium_airport,Huntsville Regional Airport,30.7469005585,-95.5871963501,TX,Huntsville,HTV
medium_airport,Nogales International Airport,31.4177,-110.848,AZ,Nogales,OLS
medium_airport,Cox Field,33.636600494385,-95.450798034668,TX,Paris,PRX
medium_airport,South Valley International Airport,40.619499,-111.992996,UT,Salt Lake City,
medium_airport,Vernal Regional Airport,40.4408989,-109.5100021,UT,Vernal,VEL
medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,OH,Dayton,FFO
medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,PA,Dubois,DUJ
medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,WV,Morgantown,MGW
medium_airport,Plattsburgh International Airport,44.6509017944336,-73.46810150146484,NY,Plattsburgh,PBG
medium_airport,Sheridan County Airport,44.76919937133789,-106.9800033569336,WY,Sheridan,SHR
medium_airport,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,MS,Tupelo,TUP
medium_airport,Kearney Regional Airport,40.727001,-99.006798,NE,Kearney,EAR
medium_airport,Jackson County Reynolds Field,42.260509,-84.463019,MI,Jackson,JXN
medium_airport,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,KY,London,LOZ
medium_airport,Gallup Municipal Airport,35.511100769,-108.789001465,NM,Gallup,GUP
medium_airport,Bob Sikes Airport,30.778799057,-86.522102356,FL,Crestview,CEW
medium_airport,Porter County Municipal Airport,41.45399857,-87.00710297,IN,Valparaiso,VPZ
medium_airport,Anderson Regional Airport,34.4945983887,-82.70939636230001,SC,Anderson,AND
medium_airport,Eastern Sierra Regional Airport,37.3731002808,-118.363998413,CA,Bishop,BIH
medium_airport,Yellowstone Regional Airport,44.520198822,-109.024002075,WY,Cody,COD
medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,OR,Dallesport / The Dalles,DLS
medium_airport,Lea County Regional Airport,32.6875,-103.2170029,NM,Hobbs,HOB
medium_airport,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,OK,Lawton,LAW
medium_airport,Logan-Cache Airport,41.7911987305,-111.851997375,UT,Logan,LGU
medium_airport,Newport Municipal Airport,44.580399,-124.057999,OR,Newport,ONP
medium_airport,Griffiss International Airport,43.23379898,-75.40699768,NY,Rome,RME
medium_airport,Bert Mooney Airport,45.95479965209961,-112.49700164794922,MT,Butte,BTM
medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,TN,Jackson,MKL
medium_airport,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,AR,Jonesboro,JBR
medium_airport,Molokai Airport,21.152901,-157.095993,HI,Kaunakakai,MKK
medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,KS,Liberal,LBL
medium_airport,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,GA,Macon,MCN
medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,NE,Scottsbluff,BFF
medium_airport,Valdosta Regional Airport,30.78249931335449,-83.27670288085938,GA,Valdosta,VLD
medium_airport,Las Cruces International Airport,32.289398193359375,-106.9219970703125,NM,Las Cruces,LRU
medium_airport,Bowerman Airport,46.9711990356,-123.93699646,WA,Hoquiam,HQM
medium_airport,St Louis Regional Airport,38.89030075069999,-90.0459976196,IL,Alton/St Louis,ALN
medium_airport,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,TX,Fort Stockton,FST
medium_airport,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,WA,Kelso,KLS
medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,NC,Kinston,ISO
medium_airport,Southeast Colorado Regional Airport,38.066126,-102.690169,CO,Lamar,LAA
medium_airport,Richard B Russell Airport,34.3506011963,-85.15799713130001,GA,Rome,RMG
medium_airport,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,WV,Wheeling,HLG
medium_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,IL,Belleville,BLV
medium_airport,Golden Triangle Regional Airport,33.450298309299995,-88.5914001465,MS,Columbus/W Point/Starkville,GTR
medium_airport,Decatur Airport,39.834598541259766,-88.8656997680664,IL,Decatur,DEC
medium_airport,Travis Air Force Base,38.262699,-121.927002,CA,Fairfield,SUU
medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,AZ,Fort Huachuca / Sierra Vista,FHU
medium_airport,Falls International Airport,48.566200256347656,-93.4030990600586,MN,International Falls,INL
medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,KY,Owensboro,OWB
medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,WA,Walla Walla,ALW
medium_airport,Anniston Regional Airport,33.5882,-85.8581,AL,Anniston,ANB
medium_airport,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,MI,Battle Creek,BTL
medium_airport,Nellis Air Force Base,36.2361984253,-115.033996582,NV,Las Vegas,LSV
medium_airport,Millville Municipal Airport,39.367802,-75.072197,NJ,Millville,MIV
medium_airport,March Air Reserve Base,33.880699,-117.259003,CA,Riverside,RIV
medium_airport,Drake Field,36.00510025024414,-94.17009735107422,AR,Fayetteville,FYV
medium_airport,Mc Alester Regional Airport,34.882401,-95.783501,OK,Mc Alester,MLC
medium_airport,Millington-Memphis Airport,35.356701,-89.8703,TN,Millington,NQA
medium_airport,Pitt Greenville Airport,35.6352005,-77.38529968,NC,Greenville,PGV
medium_airport,McCall Municipal Airport,44.88970184,-116.1009979,ID,McCall,MYL
medium_airport,Mesquite International Airport,36.833105,-114.055928,NV,Mesquite,MFH
medium_airport,Talkeetna Airport,62.320499420166,-150.09399414062,AK,Talkeetna,TKA
medium_airport,Pangborn Memorial Airport,47.3988990784,-120.207000732,WA,Wenatchee,EAT
medium_airport,Winnemucca Municipal Airport,40.8965988159,-117.805999756,NV,Winnemucca,WMC
medium_airport,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,IA,Burlington,BRL
medium_airport,Boone County Airport,36.26150131225586,-93.15470123291016,AR,Harrison,HRO
medium_airport,Miles City Airport - Frank Wiley Field,46.428001,-105.886002,MT,Miles City,MLS
medium_airport,Quincy Regional Baldwin Field,39.94269943,-91.19460297,IL,Quincy,UIN
medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,AK,Sitka,SIT
medium_airport,McChord Air Force Base,47.137699,-122.475998,WA,Tacoma,TCM
medium_airport,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,WV,Martinsburg,MRB
medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,CA,San Diego,NKX
medium_airport,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,OH,Zanesville,ZZV
medium_airport,Southern Illinois Airport,37.778099060058594,-89.25199890136719,IL,Carbondale/Murphysboro,MDH
medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,OH,Cleveland,CGF
medium_airport,Columbus Municipal Airport,39.262386,-85.895576,IN,Columbus,CLU
medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,TX,Angleton,LJN
medium_airport,Daniel Field,33.4664993286,-82.0393981934,GA,Augusta,DNL
medium_airport,Murray Field,40.8033981323,-124.112998962,CA,Eureka,EKA
medium_airport,Tipton Airport,39.08539962769999,-76.7593994141,MD,Fort Meade(Odenton),FME
medium_airport,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,NE,Mc Cook,MCK
medium_airport,Grant County International Airport,47.20769882,-119.3199997,WA,Moses Lake,MWH
medium_airport,Albert J Ellis Airport,34.829201,-77.612099,NC,Richlands,OAJ
medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,WV,Clarksburg,CKB
medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,KS,Dodge City,DDC
medium_airport,Mid Delta Regional Airport,33.4828987121582,-90.98560333251952,MS,Greenville,GLH
medium_airport,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,MI,Hancock,CMX
medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,ND,Jamestown,JMS
medium_airport,Adirondack Regional Airport,44.38691,-74.204629,NY,Saranac Lake,SLK
medium_airport,Quonset State Airport,41.597099304199,-71.412101745605,RI,North Kingstown,NCO
medium_airport,Homer Airport,59.645599365234375,-151.4770050048828,AK,Homer,HOM
medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,MN,Bemidji,BJI
medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,WY,Evanston,EVW
medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,PA,Franklin,FKL
medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,CA,San Diego,NZY
medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,MA,Chicopee,CEF
medium_airport,Dover Air Force Base,39.129501,-75.466003,DE,Dover,DOV
medium_airport,Lanai Airport,20.785675,-156.951324,HI,Lanai City,LNY
medium_airport,Chandler Field,45.866299,-95.394699,MN,Alexandria,AXN
medium_airport,Kalaeloa Airport,21.3074,-158.070009,HI,Kapolei,JRF
medium_airport,Beaver County Airport,40.772499,-80.391403,PA,Beaver Falls,BFP
medium_airport,Brunswick Executive Airport,43.89220047,-69.93859863,ME,Brunswick,NHZ
medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,TX,Dalhart,DHT
medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,NC,Elizabeth City,ECG
medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,NV,Ely,ELY
medium_airport,Barking Sands Airport,22.0228,-159.785004,HI,Kekaha,BKH
medium_airport,Las Vegas Municipal Airport,35.654202,-105.141998,NM,Las Vegas,LVS
medium_airport,Ozark Regional Airport,36.3689002991,-92.4704971313,AR,Mountain Home,WMH
medium_airport,Karl Stefan Memorial Airport,41.985500335693,-97.435096740723,NE,Norfolk,OFK
medium_airport,Alpena County Regional Airport,45.0780983,-83.56030273,MI,Alpena,APN
medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,AR,El Dorado,ELD
medium_airport,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,MT,Glasgow,GGW
medium_airport,Hana Airport,20.795601,-156.014008,HI,Hana,HNM
medium_airport,Range Regional Airport,47.3866,-92.838997,MN,Hibbing,HIB
medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,TX,Killeen,GRK
medium_airport,Presque Isle International Airport,46.688999,-68.0448,ME,Presque Isle,PQI
medium_airport,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,WI,Rhinelander,RHI
medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,FL,Homestead,HST
medium_airport,Moffett Federal Airfield,37.4161,-122.049004,CA,Mountain View,NUQ
medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,AZ,Tucson,DMA
medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,AK,Palmer,PAQ
medium_airport,Burley Municipal Airport,42.5425987244,-113.772003174,ID,Burley,BYI
medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.802001953,ND,Dickinson,DIK
medium_airport,Garfield County Regional Airport,39.526299,-107.726997,CO,Rifle,RIL
medium_airport,Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,NE,Sidney,SNY
medium_airport,NASA Shuttle Landing Facility Airport,28.615,-80.694504,FL,Titusville,
medium_airport,Altoona Blair County Airport,40.296398,-78.32,PA,Altoona,AOO
medium_airport,Raleigh County Memorial Airport,37.7873001099,-81.1241989136,WV,Beckley,BKW
medium_airport,Huron Regional Airport,44.38520050048828,-98.22850036621094,SD,Huron,HON
medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,PA,Johnstown,JST
medium_airport,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,MT,Lewistown,LWT
medium_airport,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,MS,Moselle,PIB
medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,AK,Nome,OME
medium_airport,Danville Regional Airport,36.572899,-79.336098,VA,Danville,DAN
medium_airport,Ottumwa Regional Airport,41.106368,-92.449837,IA,Ottumwa,OTM
medium_airport,Rocky Mount Wilson Regional Airport,35.856300354003906,-77.89189910888672,NC,Rocky Mount,RWI
medium_airport,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,FL,Pensacola,NPA
medium_airport,Kenai Municipal Airport,60.57310104370117,-151.2449951171875,AK,Kenai,ENA
medium_airport,Burns Municipal Airport,43.590463,-118.955154,OR,Burns,BNO
medium_airport,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,CA,El Centro,NJK
medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,MS,Hattiesburg,HBG
medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,FL,Jacksonville,NIP
medium_airport,Kimble County Airport,30.5112991333,-99.7634963989,TX,Junction,JCT
medium_airport,Derby Field,40.0663986206,-118.565002441,NV,Lovelock,LOL
medium_airport,Lumberton Regional Airport,34.6099014282,-79.05940246579999,NC,Lumberton,LBT
medium_airport,New Richmond Regional Airport,45.14830017,-92.5381012,WI,New Richmond,
medium_airport,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,AR,Pine Bluff,PBF
